"ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV9200","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV9201","Bacteria","Bacteroidetes","Ignavibacteria","Ignavibacteriales","PHOS-HE36",,
"ASV9202","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia",
"ASV9203","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Herbinix",
"ASV9204","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group",
"ASV9205","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Alysiella",
"ASV9206","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Saccharofermentans",
"ASV9207","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales",,,
"ASV9208","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Brooklawnia",
"ASV9209","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",,
"ASV9210","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodopirillaceae","Defluviicoccus",
"ASV9211","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",,
"ASV9212","Bacteria","Atribacteria","JS1",,,,
"ASV9213","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV9214","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Syner-01",
"ASV9215","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia",
"ASV9216","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group",
"ASV9217","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",
"ASV9218","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera",
"ASV9219","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae",,
"ASV9220","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Paludisphaera",
"ASV9221","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandaracinobacter",
"ASV9222","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42",,
"ASV9223","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",
"ASV9224","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon",
"ASV9225","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae",,
"ASV9226","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",
"ASV9227","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",
"ASV9228","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacter",
"ASV9229","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003",
"ASV9230","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","antarcticus"
"ASV9231","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava",
"ASV9232","Bacteria","Proteobacteria","Gammaproteobacteria",,,,
"ASV9233","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Schlesneriaceae","Planctopirus",
"ASV9234","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",
"ASV9235","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",
"ASV9236","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",,
"ASV9237","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",,
"ASV9238","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2",
"ASV9239","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalitalea",
"ASV9240","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",
"ASV9241","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32",
"ASV9242","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13",
"ASV9243","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",,
"ASV9244","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",,
"ASV9245","Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales",,,
"ASV9246","Bacteria","Verrucomicrobia","Verrucomicrobiae",,,,
"ASV9247","Bacteria","Cyanobacteria","Sericytochromatia",,,,
"ASV9248","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pandoraea",
"ASV9249","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",
"ASV9250","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",
"ASV9251","Bacteria","Actinobacteria","Actinobacteria",,,,
"ASV9252","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Sulfuricurvum",
"ASV9253","Bacteria","Planctomycetes","vadinHA49",,,,
"ASV9254","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",
"ASV9255","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",,
"ASV9256","Bacteria","Cloacimonetes","Cloacimonadia","Cloacimonadales","Cloacimonadaceae",,
"ASV9257","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Fretibacterium",
"ASV9258","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","pumilum"
"ASV9259","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","24-Nov",,,
"ASV9260","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)",,,
"ASV9261","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",,,
"ASV9262","Bacteria","Acidobacteria","Subgroup_6",,,,
"ASV9263","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",,
"ASV9264","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",
"ASV9265","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Hydrogenophaga",
"ASV9266","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae",,
"ASV9267","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae",,
"ASV9268","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Paenalcaligenes",
"ASV9269","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",,
"ASV9270","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera",
"ASV9271","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Dechloromonas",
"ASV9272","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella",
"ASV9273","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",
"ASV9274","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)",,,
"ASV9275","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",,
"ASV9276","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix",
"ASV9277","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",,
"ASV9278","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca",
"ASV9279","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes",
"ASV9280","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseococcus",
"ASV9281","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",
"ASV9282","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group",
"ASV9283","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",,
"ASV9284","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",
"ASV9285","Bacteria","Cloacimonetes","Cloacimonadia","Cloacimonadales","Cloacimonadaceae",,
"ASV9286","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)",,,
"ASV9287","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII",,
"ASV9288","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",
"ASV9289","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",
"ASV9290","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerosporomusa",
"ASV9291","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",
"ASV9292","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",
"ASV9293","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4_lineage",
"ASV9294","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae",,
"ASV9295","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Chujaibacter",
"ASV9296","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK3A20_group",
"ASV9297","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",
"ASV9298","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Limnohabitans",
"ASV9299","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Sulfuritalea",
"ASV9300","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandarakinorhabdus",
"ASV9301","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",
"ASV9302","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",
"ASV9303","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",
"ASV9304","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",,,
"ASV9305","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41",,,
"ASV9306","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",
"ASV9307","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas",
"ASV9308","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",
"ASV9309","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus_Protochlamydia",
"ASV9310","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV9311","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus_Protochlamydia",
"ASV9312","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",,
"ASV9313","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter",
"ASV9314","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",
"ASV9315","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera",
"ASV9316","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",,
"ASV9317","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter",
"ASV9318","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",,
"ASV9319","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Thiomonas",
"ASV9320","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium",
"ASV9321","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",,,
"ASV9322","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Nitrosospira",
"ASV9323","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",,,
"ASV9324","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio",
"ASV9325","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Sulfurimonas","denitrificans"
"ASV9326","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",,,
"ASV9327","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",
"ASV9328","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","XBB1006",
"ASV9329","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",
"ASV9330","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",
"ASV9331","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",
"ASV9332","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",,
"ASV9333","Bacteria","Firmicutes","Clostridia","Clostridiales","Caldicoprobacteraceae","Caldicoprobacter",
"ASV9334","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",,
"ASV9335","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","gei"
"ASV9336","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","sediminicola"
"ASV9337","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",,
"ASV9338","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae",,
"ASV9339","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",
"ASV9340","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera",
"ASV9341","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV9342","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",
"ASV9343","Bacteria","Planctomycetes","OM190",,,,
"ASV9344","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas",
"ASV9345","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",,,
"ASV9346","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1","ruminicola"
"ASV9347","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",,
"ASV9348","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",,
"ASV9349","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",
"ASV9350","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",,,
"ASV9351","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",,
"ASV9352","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium",
"ASV9353","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera",
"ASV9354","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",
"ASV9355","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004",
"ASV9356","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna",
"ASV9357","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Propionispora",
"ASV9358","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",
"ASV9359","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter","pamelaeae"
"ASV9360","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",
"ASV9361","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",
"ASV9362","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",,
"ASV9363","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV9364","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",
"ASV9365","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",,,
"ASV9366","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor",
"ASV9367","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Metallibacterium",
"ASV9368","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter",
"ASV9369","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfonema",
"ASV9370","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",
"ASV9371","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Papillibacter",
"ASV9372","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",
"ASV9373","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",,
"ASV9374","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",,
"ASV9375","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",,,
"ASV9376","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","taejonensis"
"ASV9377","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",
"ASV9378","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium",
"ASV9379","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas",
"ASV9380","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales",,,
"ASV9381","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17",,
"ASV9382","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",,
"ASV9383","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix",
"ASV9384","Bacteria","Bacteroidetes","Ignavibacteria","OPB56",,,
"ASV9385","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata",
"ASV9386","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","UKL13-1",
"ASV9387","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",,,
"ASV9388","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","37-13",,
"ASV9389","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",
"ASV9390","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Vitellibacter",
"ASV9391","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",
"ASV9392","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woesebacteria",,,
"ASV9393","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",,,
"ASV9394","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",
"ASV9395","Bacteria","Chlamydiae","LD1-PA32",,,,
"ASV9396","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia","hirudinis"
"ASV9397","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17",,
"ASV9398","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",,
"ASV9399","Bacteria","Actinobacteria","Actinobacteria","PeM15",,,
"ASV9400","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",,
"ASV9401","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens",
"ASV9402","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV9403","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Zoogloea",
"ASV9404","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Telmatocola",
"ASV9405","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","37-13",,
"ASV9406","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",,
"ASV9407","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens",
"ASV9408","Bacteria","Proteobacteria","Alphaproteobacteria",,,,
"ASV9409","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter",
"ASV9410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",,,
"ASV9411","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",
"ASV9412","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV9413","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus",
"ASV9414","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix",
"ASV9415","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",,
"ASV9416","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",
"ASV9417","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",
"ASV9418","Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus_Competibacter",
"ASV9419","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",
"ASV9420","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",
"ASV9421","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",,
"ASV9422","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",,
"ASV9423","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_Incertae_Sedis","Syntrophorhabdaceae","Syntrophorhabdus",
"ASV9424","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",
"ASV9425","Bacteria","Firmicutes",,,,,
"ASV9426","Bacteria","Proteobacteria","Gammaproteobacteria",,,,
"ASV9427","Bacteria","Acidobacteria","Holophagae","Holophagales","Holophagaceae",,
"ASV9428","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincola","lacisaponensis"
"ASV9429","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767",,
"ASV9430","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",
"ASV9431","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1",
"ASV9432","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Silanimonas",
"ASV9433","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",
"ASV9434","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Leptothrix",
"ASV9435","Bacteria","Bacteroidetes","Bacteroidia",,,,
"ASV9436","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",,
"ASV9437","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae",,
"ASV9438","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",
"ASV9439","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacter",
"ASV9440","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Conchiformibius",
"ASV9441","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Georgfuchsia",
"ASV9442","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum",
"ASV9443","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2",
"ASV9444","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","cvE6",,
"ASV9445","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Smithella",
"ASV9446","Bacteria","Chloroflexi","Anaerolineae","SBR1031",,,
"ASV9447","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Smithella",
"ASV9448","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",
"ASV9449","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",,,
"ASV9450","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV9451","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",,
"ASV9452","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea",
"ASV9453","Bacteria","Proteobacteria",,,,,
"ASV9454","Bacteria","Proteobacteria","Gammaproteobacteria","Run-SP154",,,
"ASV9455","Bacteria",,,,,,
"ASV9456","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",,
"ASV9457","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",,
"ASV9458","Bacteria","Proteobacteria","Gammaproteobacteria",,,,
